OrderID,OrderDate,CustomerID,ProductID,Sales,Quantity,Discount,Profit
CA-2023-107941,2023-11-02,CUST-10540,TEC-AC-10000027,247.1,2,0.0,96.0
CA-2023-107941,2023-11-02,CUST-10540,FUR-BO-10000084,236.69,1,0.0,87.01
CA-2023-107941,2023-11-02,CUST-10540,TEC-MA-10000090,3206.04,3,0.0,1267.35
CA-2023-107942,2023-11-02,CUST-10332,TEC-MA-10000069,323.61,1,0.0,134.18
CA-2023-107942,2023-11-02,CUST-10332,FUR-BO-10000173,1848.25,5,0.0,911.05
CA-2023-107943,2023-11-02,CUST-10148,OFF-FA-10000101,3.56,2,0.0,1.28
CA-2023-107943,2023-11-02,CUST-10148,TEC-MA-10000069,226.53,1,0.3,37.1
CA-2023-107943,2023-11-02,CUST-10148,FUR-TA-10000049,940.64,4,0.0,312.04
CA-2023-107944,2023-11-02,CUST-10852,TEC-PH-10000184,696.58,2,0.1,300.52
CA-2023-107944,2023-11-02,CUST-10852,TEC-CO-10000128,2320.85,2,0.1,853.85
CA-2023-107945,2023-11-02,CUST-10503,FUR-TA-10000152,1292.67,3,0.0,420.9
CA-2023-107945,2023-11-02,CUST-10503,TEC-PH-10000147,233.2,2,0.3,32.88
CA-2023-107945,2023-11-02,CUST-10503,FUR-CH-10000124,1137.21,3,0.0,362.37
CA-2023-107946,2023-11-02,CUST-10933,TEC-PH-10000099,2959.86,3,0.0,1266.3
CA-2023-107946,2023-11-02,CUST-10933,OFF-AR-10000175,78.12,3,0.0,27.18
CA-2023-107946,2023-11-02,CUST-10933,OFF-AR-10000113,29.42,3,0.3,1.73
CA-2023-107947,2023-11-02,CUST-10812,OFF-FA-10000199,27.69,3,0.0,13.29
CA-2023-107948,2023-11-02,CUST-10680,FUR-TA-10000152,1292.67,3,0.0,420.9
CA-2023-107948,2023-11-02,CUST-10680,OFF-PA-10000010,59.13,3,0.0,23.82
CA-2023-107948,2023-11-02,CUST-10680,OFF-BI-10000182,4.43,1,0.0,1.41
CA-2023-107949,2023-11-02,CUST-10006,FUR-CH-10000179,119.34,1,0.1,51.97
CA-2023-107949,2023-11-02,CUST-10006,OFF-AR-10000062,31.33,4,0.3,0.49
CA-2023-107949,2023-11-02,CUST-10006,TEC-AC-10000133,536.04,6,0.0,186.18
CA-2023-107950,2023-11-02,CUST-10421,OFF-AR-10000038,9.87,2,0.2,1.75
CA-2023-107950,2023-11-02,CUST-10421,OFF-AR-10000183,71.32,2,0.0,32.1
CA-2023-107950,2023-11-02,CUST-10421,OFF-BI-10000180,14.49,1,0.0,4.92
CA-2023-107951,2023-11-02,CUST-10192,TEC-AC-10000164,65.69,3,0.3,9.8
CA-2023-107952,2023-11-03,CUST-10287,TEC-AC-10000119,145.47,3,0.0,50.82
CA-2023-107952,2023-11-03,CUST-10287,TEC-AC-10000188,72.52,2,0.0,22.32
CA-2023-107953,2023-11-03,CUST-10497,FUR-FU-10000192,151.5,5,0.0,73.45
CA-2023-107953,2023-11-03,CUST-10497,FUR-BO-10000095,613.89,2,0.1,262.61
CA-2023-107954,2023-11-03,CUST-10262,OFF-AP-10000145,100.21,1,0.0,40.26
CA-2023-107954,2023-11-03,CUST-10262,TEC-AC-10000188,108.78,3,0.0,33.48
CA-2023-107954,2023-11-03,CUST-10262,OFF-AR-10000038,12.34,2,0.0,4.22
CA-2023-107955,2023-11-03,CUST-10205,FUR-TA-10000049,1058.22,5,0.1,272.47
CA-2023-107955,2023-11-03,CUST-10205,FUR-BO-10000173,739.3,2,0.0,364.42
CA-2023-107955,2023-11-03,CUST-10205,TEC-CO-10000128,2578.72,2,0.0,1111.72
CA-2023-107955,2023-11-03,CUST-10205,FUR-FU-10000168,73.76,5,0.1,25.06
CA-2023-107956,2023-11-03,CUST-10586,FUR-TA-10000155,482.38,2,0.0,201.08
CA-2023-107956,2023-11-03,CUST-10586,OFF-FA-10000197,18.88,2,0.1,4.26
CA-2023-107956,2023-11-03,CUST-10586,TEC-MA-10000107,1264.05,2,0.1,435.29
CA-2023-107956,2023-11-03,CUST-10586,FUR-CH-10000081,156.92,1,0.3,27.47
CA-2023-107956,2023-11-03,CUST-10586,OFF-PA-10000125,82.14,6,0.0,30.0
CA-2023-107957,2023-11-03,CUST-10083,OFF-AP-10000098,186.32,2,0.0,68.26
CA-2023-107957,2023-11-03,CUST-10083,TEC-MA-10000001,2603.48,2,0.0,987.38
CA-2023-107957,2023-11-03,CUST-10083,FUR-CH-10000045,475.58,6,0.2,72.56
CA-2023-107957,2023-11-03,CUST-10083,OFF-BI-10000047,43.2,2,0.0,15.02
CA-2023-107958,2023-11-03,CUST-10056,TEC-PH-10000015,2852.5,5,0.0,1290.05
CA-2023-107958,2023-11-03,CUST-10056,TEC-PH-10000099,3946.48,4,0.0,1688.4
CA-2023-107959,2023-11-03,CUST-10367,TEC-AC-10000059,186.48,2,0.0,82.24
CA-2023-107959,2023-11-03,CUST-10367,FUR-BO-10000143,796.56,3,0.0,375.03
CA-2023-107959,2023-11-03,CUST-10367,FUR-BO-10000092,188.34,1,0.2,61.14
CA-2023-107960,2023-11-03,CUST-10709,FUR-FU-10000135,16.51,1,0.3,2.77
CA-2023-107960,2023-11-03,CUST-10709,OFF-PA-10000034,19.3,3,0.3,1.78
CA-2023-107960,2023-11-03,CUST-10709,FUR-FU-10000168,26.22,2,0.2,6.74
CA-2023-107961,2023-11-03,CUST-10533,FUR-FU-10000168,16.39,1,0.0,6.65
CA-2023-107961,2023-11-03,CUST-10533,FUR-CH-10000124,758.14,2,0.0,241.58
CA-2023-107962,2023-11-03,CUST-10412,TEC-CO-10000070,2597.08,2,0.0,1235.06
CA-2023-107962,2023-11-03,CUST-10412,OFF-BI-10000025,18.1,1,0.2,3.18
CA-2023-107963,2023-11-03,CUST-10549,FUR-CH-10000057,464.83,3,0.3,0.97
CA-2023-107964,2023-11-03,CUST-10359,FUR-BO-10000095,306.94,1,0.1,131.3
CA-2023-107964,2023-11-03,CUST-10359,TEC-PH-10000015,513.45,1,0.1,200.96
CA-2023-107964,2023-11-03,CUST-10359,TEC-CO-10000019,1087.66,1,0.0,464.51
CA-2023-107965,2023-11-03,CUST-10936,OFF-AR-10000183,160.47,5,0.1,62.42
CA-2023-107965,2023-11-03,CUST-10936,TEC-AC-10000138,390.46,4,0.1,93.34
CA-2023-107965,2023-11-03,CUST-10936,OFF-AR-10000080,23.51,1,0.0,9.52
CA-2023-107966,2023-11-03,CUST-10053,TEC-CO-10000021,1308.66,1,0.3,67.1
CA-2023-107966,2023-11-03,CUST-10053,TEC-CO-10000100,1080.94,2,0.1,462.6
CA-2023-107966,2023-11-03,CUST-10053,OFF-PA-10000023,20.16,1,0.0,7.18
CA-2023-107967,2023-11-03,CUST-10660,OFF-PA-10000076,20.85,3,0.0,6.48
CA-2023-107967,2023-11-03,CUST-10660,FUR-CH-10000169,803.88,3,0.0,377.4
CA-2023-107967,2023-11-03,CUST-10660,FUR-CH-10000045,99.08,1,0.0,31.91
CA-2023-107968,2023-11-03,CUST-10892,FUR-TA-10000176,416.52,1,0.0,188.42
CA-2023-107968,2023-11-03,CUST-10892,OFF-BI-10000180,43.47,3,0.0,14.76
CA-2023-107969,2023-11-03,CUST-10810,OFF-AP-10000104,166.11,1,0.0,71.58
CA-2023-107969,2023-11-03,CUST-10810,FUR-TA-10000061,889.95,3,0.0,398.31
CA-2023-107970,2023-11-03,CUST-10180,TEC-AC-10000027,247.1,2,0.0,96.0
CA-2023-107971,2023-11-03,CUST-10294,OFF-AR-10000029,30.85,2,0.2,8.63
CA-2023-107971,2023-11-03,CUST-10294,FUR-CH-10000111,213.38,1,0.2,43.18
CA-2023-107971,2023-11-03,CUST-10294,FUR-TA-10000176,1249.56,3,0.0,565.26
CA-2023-107972,2023-11-03,CUST-10705,OFF-AP-10000035,397.91,2,0.1,118.35
CA-2023-107972,2023-11-03,CUST-10705,FUR-FU-10000007,292.41,3,0.0,90.45
CA-2023-107972,2023-11-03,CUST-10705,OFF-AP-10000104,498.33,3,0.0,214.74
CA-2023-107973,2023-11-03,CUST-10078,TEC-MA-10000126,352.54,2,0.2,114.04
CA-2023-107973,2023-11-03,CUST-10078,FUR-FU-10000048,190.87,3,0.2,50.47
CA-2023-107973,2023-11-03,CUST-10078,TEC-CO-10000110,1448.95,1,0.0,556.84
CA-2023-107974,2023-11-03,CUST-10818,TEC-PH-10000013,2960.34,3,0.0,1229.73
CA-2023-107974,2023-11-03,CUST-10818,OFF-FA-10000190,68.58,6,0.0,33.06
CA-2023-107974,2023-11-03,CUST-10818,FUR-FU-10000163,274.0,4,0.0,120.24
CA-2023-107975,2023-11-03,CUST-10707,OFF-AP-10000118,211.03,3,0.1,56.71
CA-2023-107976,2023-11-03,CUST-10720,OFF-PA-10000058,22.14,1,0.0,9.51
CA-2023-107977,2023-11-03,CUST-10098,OFF-FA-10000082,60.9,6,0.3,1.44
CA-2023-107977,2023-11-03,CUST-10098,FUR-CH-10000051,589.4,5,0.3,110.3
CA-2023-107977,2023-11-03,CUST-10098,OFF-AP-10000063,296.08,2,0.2,65.46
CA-2023-107978,2023-11-03,CUST-10706,OFF-FA-10000140,14.24,2,0.0,6.0
CA-2023-107978,2023-11-03,CUST-10706,TEC-AC-10000130,96.67,1,0.0,32.78
CA-2023-107979,2023-11-03,CUST-10668,OFF-BI-10000182,9.3,3,0.3,0.24
CA-2023-107980,2023-11-03,CUST-10836,TEC-CO-10000139,1781.78,3,0.1,461.42
CA-2023-107981,2023-11-03,CUST-10040,TEC-CO-10000103,837.8,1,0.3,170.03
CA-2023-107982,2023-11-03,CUST-10024,FUR-TA-10000065,457.42,1,0.15,172.47
CA-2023-107982,2023-11-03,CUST-10024,FUR-CH-10000081,470.76,3,0.3,82.41
CA-2023-107982,2023-11-03,CUST-10024,OFF-AR-10000175,52.08,2,0.0,18.12
CA-2023-107983,2023-11-03,CUST-10368,OFF-AP-10000104,166.11,1,0.0,71.58
CA-2023-107984,2023-11-03,CUST-10145,OFF-BI-10000180,14.49,1,0.0,4.92
CA-2023-107984,2023-11-03,CUST-10145,OFF-FA-10000112,10.27,1,0.0,4.43
CA-2023-107984,2023-11-03,CUST-10145,OFF-FA-10000140,21.36,3,0.0,9.0
CA-2023-107985,2023-11-03,CUST-10538,TEC-MA-10000123,181.22,1,0.3,33.94
CA-2023-107986,2023-11-03,CUST-10916,TEC-AC-10000024,69.32,1,0.0,28.83
CA-2023-107986,2023-11-03,CUST-10916,OFF-AR-10000080,21.16,1,0.1,7.17
CA-2023-107986,2023-11-03,CUST-10916,OFF-AR-10000062,7.83,1,0.3,0.12
CA-2023-107987,2023-11-03,CUST-10378,TEC-MA-10000129,1955.31,3,0.3,18.0
CA-2023-107987,2023-11-03,CUST-10378,TEC-AC-10000130,96.67,1,0.0,32.78
CA-2023-107988,2023-11-03,CUST-10849,FUR-BO-10000087,248.48,1,0.0,78.99
CA-2023-107988,2023-11-03,CUST-10849,FUR-TA-10000176,749.74,2,0.1,293.54
CA-2023-107988,2023-11-03,CUST-10849,FUR-BO-10000039,355.97,2,0.2,116.35
CA-2023-107989,2023-11-03,CUST-10000,OFF-PA-10000091,13.22,3,0.2,2.78
CA-2023-107989,2023-11-03,CUST-10000,FUR-FU-10000187,24.76,3,0.3,6.01
CA-2023-107990,2023-11-03,CUST-10164,TEC-PH-10000008,1025.28,6,0.0,403.38
CA-2023-107990,2023-11-03,CUST-10164,OFF-PA-10000064,42.21,3,0.0,14.16
CA-2023-107990,2023-11-03,CUST-10164,OFF-FA-10000075,42.18,6,0.0,15.48
CA-2023-107990,2023-11-03,CUST-10164,FUR-FU-10000192,48.48,2,0.2,17.26
CA-2023-107991,2023-11-03,CUST-10031,FUR-CH-10000081,313.84,2,0.3,54.94
CA-2023-107991,2023-11-03,CUST-10031,FUR-CH-10000093,162.89,1,0.1,56.58
CA-2023-107992,2023-11-03,CUST-10328,TEC-PH-10000178,689.52,2,0.0,264.12
CA-2023-107992,2023-11-03,CUST-10328,TEC-AC-10000146,158.44,2,0.3,9.16
CA-2023-107993,2023-11-03,CUST-10905,FUR-BO-10000036,621.77,3,0.3,40.04
CA-2023-107994,2023-11-03,CUST-10093,OFF-FA-10000075,14.06,2,0.0,5.16
CA-2023-107994,2023-11-03,CUST-10093,FUR-BO-10000039,667.44,3,0.0,308.01
CA-2023-107995,2023-11-03,CUST-10593,TEC-PH-10000000,415.48,2,0.3,41.56
CA-2023-107996,2023-11-03,CUST-10440,OFF-BI-10000005,180.4,5,0.2,39.35
CA-2023-107996,2023-11-03,CUST-10440,OFF-AP-10000145,70.15,1,0.3,10.2
CA-2023-107996,2023-11-03,CUST-10440,OFF-AR-10000077,28.96,2,0.0,9.24
CA-2023-107996,2023-11-03,CUST-10440,OFF-AR-10000113,14.01,1,0.0,4.78
CA-2023-107997,2023-11-03,CUST-10937,FUR-FU-10000144,76.5,2,0.1,27.54
CA-2023-107997,2023-11-03,CUST-10937,OFF-AR-10000194,3.14,1,0.0,1.17
CA-2023-107997,2023-11-03,CUST-10937,FUR-BO-10000041,1207.93,3,0.1,429.28
CA-2023-107998,2023-11-03,CUST-10118,TEC-CO-10000021,2991.23,2,0.2,508.11
CA-2023-107999,2023-11-03,CUST-10208,FUR-CH-10000057,154.94,1,0.3,0.32
CA-2023-107999,2023-11-03,CUST-10208,OFF-AP-10000161,432.08,2,0.0,197.74
CA-2023-107999,2023-11-03,CUST-10208,TEC-CO-10000109,1029.94,1,0.15,305.38
CA-2023-107999,2023-11-03,CUST-10208,TEC-AC-10000056,39.05,3,0.2,8.03
CA-2023-107999,2023-11-03,CUST-10208,TEC-PH-10000000,1780.62,6,0.0,658.86
CA-2023-108000,2023-11-03,CUST-10030,OFF-AR-10000183,85.58,3,0.2,26.75
CA-2023-108000,2023-11-03,CUST-10030,TEC-CO-10000103,3590.58,3,0.0,1587.27
CA-2023-108001,2023-11-03,CUST-10424,FUR-TA-10000158,1258.9,2,0.0,587.06
CA-2023-108001,2023-11-03,CUST-10424,OFF-AP-10000037,760.38,4,0.2,192.46
CA-2023-108001,2023-11-03,CUST-10424,FUR-TA-10000176,1332.86,4,0.2,420.46
CA-2023-108001,2023-11-03,CUST-10424,TEC-MA-10000129,931.1,1,0.0,285.33
CA-2023-108002,2023-11-03,CUST-10282,TEC-CO-10000106,955.7,2,0.0,363.64
CA-2023-108002,2023-11-03,CUST-10282,OFF-AR-10000175,46.87,2,0.1,12.91
CA-2023-108003,2023-11-04,CUST-10600,OFF-PA-10000091,16.53,3,0.0,6.09
CA-2023-108003,2023-11-04,CUST-10600,FUR-BO-10000087,198.78,1,0.2,29.29
CA-2023-108004,2023-11-04,CUST-10514,FUR-FU-10000117,349.12,5,0.3,1.72
CA-2023-108004,2023-11-04,CUST-10514,TEC-AC-10000146,543.22,6,0.2,95.38
CA-2023-108004,2023-11-04,CUST-10514,TEC-PH-10000099,2959.86,3,0.0,1266.3
CA-2023-108004,2023-11-04,CUST-10514,FUR-BO-10000153,327.9,2,0.2,65.08
CA-2023-108004,2023-11-04,CUST-10514,FUR-CH-10000057,885.4,4,0.0,266.92
CA-2023-108005,2023-11-04,CUST-10085,FUR-BO-10000153,409.88,2,0.0,147.06
CA-2023-108005,2023-11-04,CUST-10085,OFF-FA-10000197,7.34,1,0.3,0.03
CA-2023-108006,2023-11-04,CUST-10436,TEC-CO-10000106,406.17,1,0.15,110.14
CA-2023-108006,2023-11-04,CUST-10436,TEC-CO-10000189,7830.65,5,0.0,2429.55
CA-2023-108006,2023-11-04,CUST-10436,TEC-MA-10000014,1642.36,6,0.1,662.08
CA-2023-108007,2023-11-04,CUST-10999,TEC-CO-10000191,1188.93,1,0.0,464.63
CA-2023-108007,2023-11-04,CUST-10999,TEC-AC-10000085,306.37,3,0.3,18.91
CA-2023-108008,2023-11-04,CUST-10840,OFF-FA-10000079,51.03,6,0.3,14.01
CA-2023-108008,2023-11-04,CUST-10840,OFF-AP-10000156,833.65,4,0.15,290.73
CA-2023-108008,2023-11-04,CUST-10840,TEC-PH-10000184,1547.96,4,0.0,755.84
CA-2023-108008,2023-11-04,CUST-10840,TEC-AC-10000138,433.84,4,0.0,136.72
CA-2023-108009,2023-11-04,CUST-10895,OFF-AP-10000094,500.58,2,0.0,218.14
CA-2023-108009,2023-11-04,CUST-10895,FUR-BO-10000115,154.91,1,0.0,53.58
CA-2023-108009,2023-11-04,CUST-10895,TEC-CO-10000100,600.52,1,0.0,291.35
CA-2023-108010,2023-11-04,CUST-10827,FUR-BO-10000137,355.1,2,0.1,107.56
CA-2023-108011,2023-11-04,CUST-10099,TEC-CO-10000160,1959.97,2,0.2,276.19
CA-2023-108011,2023-11-04,CUST-10099,FUR-BO-10000036,414.51,2,0.3,26.69
CA-2023-108011,2023-11-04,CUST-10099,FUR-TA-10000022,275.53,1,0.0,127.92
CA-2023-108012,2023-11-04,CUST-10225,OFF-PA-10000125,13.69,1,0.0,5.0
CA-2023-108013,2023-11-04,CUST-10004,FUR-BO-10000170,489.73,1,0.0,220.92
CA-2023-108014,2023-11-04,CUST-10300,TEC-CO-10000019,4350.64,4,0.0,1858.04
CA-2023-108014,2023-11-04,CUST-10300,TEC-PH-10000066,3238.36,4,0.0,1537.08
CA-2023-108014,2023-11-04,CUST-10300,FUR-FU-10000117,89.78,1,0.1,20.3
CA-2023-108014,2023-11-04,CUST-10300,TEC-PH-10000178,2068.56,6,0.0,792.36
CA-2023-108014,2023-11-04,CUST-10300,TEC-CO-10000110,2897.9,2,0.0,1113.68
CA-2023-108015,2023-11-04,CUST-10103,FUR-TA-10000065,1076.28,2,0.0,506.38
CA-2023-108015,2023-11-04,CUST-10103,FUR-TA-10000086,2026.83,3,0.0,688.62
CA-2023-108015,2023-11-04,CUST-10103,FUR-TA-10000186,713.4,2,0.0,279.34
CA-2023-108016,2023-11-04,CUST-10458,TEC-AC-10000024,69.32,1,0.0,28.83
CA-2023-108016,2023-11-04,CUST-10458,OFF-AR-10000077,43.44,3,0.0,13.86
CA-2023-108016,2023-11-04,CUST-10458,OFF-AP-10000134,208.31,1,0.3,56.63
CA-2023-108016,2023-11-04,CUST-10458,OFF-AR-10000162,169.5,6,0.0,69.78
CA-2023-108016,2023-11-04,CUST-10458,TEC-AC-10000018,64.96,1,0.1,17.74
CA-2023-108017,2023-11-04,CUST-10665,TEC-CO-10000100,1080.94,2,0.1,462.6
CA-2023-108017,2023-11-04,CUST-10665,FUR-FU-10000195,54.02,1,0.0,24.57
CA-2023-108018,2023-11-04,CUST-10876,FUR-BO-10000136,481.42,2,0.2,84.86
CA-2023-108019,2023-11-04,CUST-10743,TEC-CO-10000139,1583.81,3,0.2,263.45
CA-2023-108020,2023-11-04,CUST-10937,TEC-CO-10000046,1428.65,3,0.3,227.69
CA-2023-108020,2023-11-04,CUST-10937,OFF-AR-10000078,68.28,3,0.1,18.81
CA-2023-108020,2023-11-04,CUST-10937,FUR-TA-10000158,503.56,1,0.2,167.64
CA-2023-108021,2023-11-04,CUST-10052,OFF-FA-10000112,20.54,2,0.0,8.86
CA-2023-108021,2023-11-04,CUST-10052,OFF-PA-10000091,4.41,1,0.2,0.93
CA-2023-108021,2023-11-04,CUST-10052,FUR-FU-10000135,40.1,2,0.15,12.62
CA-2023-108022,2023-11-04,CUST-10011,OFF-FA-10000101,3.56,2,0.0,1.28
CA-2023-108023,2023-11-04,CUST-10645,FUR-CH-10000051,117.88,1,0.3,22.06
CA-2023-108024,2023-11-04,CUST-10290,FUR-TA-10000049,1410.96,6,0.0,468.06
CA-2023-108024,2023-11-04,CUST-10290,TEC-AC-10000146,113.17,1,0.0,38.53
CA-2023-108024,2023-11-04,CUST-10290,TEC-MA-10000107,702.25,1,0.0,287.87
CA-2023-108024,2023-11-04,CUST-10290,FUR-TA-10000022,826.59,3,0.0,383.76
CA-2023-108025,2023-11-04,CUST-10252,TEC-MA-10000174,2163.6,3,0.0,702.3
CA-2023-108025,2023-11-04,CUST-10252,OFF-AR-10000149,51.41,3,0.3,9.62
CA-2023-108026,2023-11-04,CUST-10332,OFF-AR-10000043,63.95,5,0.0,25.95
CA-2023-108026,2023-11-04,CUST-10332,OFF-PA-10000076,13.9,2,0.0,4.32
CA-2023-108027,2023-11-04,CUST-10271,FUR-FU-10000117,239.4,3,0.2,30.96
CA-2023-108028,2023-11-04,CUST-10493,OFF-AR-10000175,52.08,2,0.0,18.12
CA-2023-108028,2023-11-04,CUST-10493,OFF-AP-10000068,244.65,3,0.0,107.91
CA-2023-108029,2023-11-04,CUST-10432,TEC-AC-10000188,36.26,1,0.0,11.16
CA-2023-108029,2023-11-04,CUST-10432,OFF-FA-10000112,24.65,3,0.2,7.13
CA-2023-108030,2023-11-04,CUST-10494,OFF-FA-10000196,17.5,2,0.0,5.72
CA-2023-108031,2023-11-04,CUST-10659,FUR-FU-10000163,47.95,1,0.3,9.51
CA-2023-108031,2023-11-04,CUST-10659,TEC-CO-10000132,3725.86,2,0.0,1554.48
CA-2023-108032,2023-11-04,CUST-10376,OFF-PA-10000091,4.96,1,0.1,1.48
CA-2023-108033,2023-11-04,CUST-10249,FUR-FU-10000050,253.64,3,0.1,70.67
CA-2023-108033,2023-11-04,CUST-10249,OFF-FA-10000112,20.54,2,0.0,8.86
CA-2023-108034,2023-11-04,CUST-10164,FUR-BO-10000143,929.32,5,0.3,226.77
CA-2023-108034,2023-11-04,CUST-10164,TEC-MA-10000090,3206.04,3,0.0,1267.35
CA-2023-108034,2023-11-04,CUST-10164,OFF-FA-10000101,10.68,6,0.0,3.84
CA-2023-108035,2023-11-04,CUST-10345,FUR-BO-10000173,887.16,3,0.2,324.84
CA-2023-108035,2023-11-04,CUST-10345,TEC-PH-10000008,136.7,1,0.2,33.05
CA-2023-108036,2023-11-04,CUST-10734,OFF-BI-10000047,17.28,1,0.2,3.19
CA-2023-108036,2023-11-04,CUST-10734,OFF-AP-10000031,264.98,2,0.1,60.02
CA-2023-108037,2023-11-04,CUST-10751,OFF-FA-10000082,26.1,2,0.1,6.28
CA-2023-108038,2023-11-04,CUST-10651,FUR-FU-10000163,184.95,3,0.1,69.63
CA-2023-108039,2023-11-04,CUST-10234,OFF-AP-10000156,245.19,1,0.0,109.46
CA-2023-108039,2023-11-04,CUST-10234,FUR-BO-10000115,263.35,2,0.15,60.69
CA-2023-108039,2023-11-04,CUST-10234,OFF-FA-10000196,17.5,2,0.0,5.72
CA-2023-108040,2023-11-04,CUST-10574,FUR-FU-10000195,43.22,1,0.2,13.77
CA-2023-108040,2023-11-04,CUST-10574,TEC-AC-10000059,251.75,3,0.1,95.39
CA-2023-108041,2023-11-04,CUST-10555,OFF-FA-10000196,18.38,3,0.3,0.71
CA-2023-108042,2023-11-04,CUST-10470,TEC-AC-10000119,145.47,3,0.0,50.82
CA-2023-108042,2023-11-04,CUST-10470,OFF-AR-10000078,50.58,2,0.0,17.6
CA-2023-108042,2023-11-04,CUST-10470,OFF-FA-10000067,44.72,4,0.0,22.08
CA-2023-108042,2023-11-04,CUST-10470,OFF-PA-10000058,112.91,6,0.15,37.13
CA-2023-108042,2023-11-04,CUST-10470,TEC-AC-10000164,187.68,6,0.0,75.9
CA-2023-108043,2023-11-04,CUST-10529,TEC-PH-10000099,986.62,1,0.0,422.1
CA-2023-108044,2023-11-04,CUST-10473,FUR-FU-10000192,90.9,3,0.0,44.07
CA-2023-108045,2023-11-04,CUST-10548,FUR-BO-10000041,357.9,1,0.2,98.35
CA-2023-108045,2023-11-04,CUST-10548,OFF-AR-10000054,76.6,2,0.0,27.82
CA-2023-108045,2023-11-04,CUST-10548,OFF-AR-10000017,6.58,2,0.0,3.14
CA-2023-108046,2023-11-04,CUST-10704,OFF-BI-10000105,16.51,1,0.3,0.88
CA-2023-108046,2023-11-04,CUST-10704,FUR-TA-10000152,2068.27,6,0.2,324.73
CA-2023-108047,2023-11-04,CUST-10104,TEC-MA-10000129,2793.3,3,0.0,855.99
CA-2023-108048,2023-11-04,CUST-10130,FUR-FU-10000002,119.36,2,0.0,54.12
CA-2023-108048,2023-11-04,CUST-10130,TEC-CO-10000070,1298.54,1,0.0,617.53
CA-2023-108048,2023-11-04,CUST-10130,OFF-PA-10000034,27.57,3,0.0,10.05
CA-2023-108049,2023-11-04,CUST-10062,FUR-TA-10000040,1260.18,2,0.0,618.62
CA-2023-108049,2023-11-04,CUST-10062,TEC-AC-10000018,144.36,2,0.0,49.92
CA-2023-108049,2023-11-04,CUST-10062,OFF-BI-10000016,24.0,1,0.0,7.78
CA-2023-108050,2023-11-04,CUST-10976,OFF-FA-10000067,22.36,2,0.0,11.04
CA-2023-108050,2023-11-04,CUST-10976,OFF-AP-10000098,251.53,3,0.1,74.44
CA-2023-108050,2023-11-04,CUST-10976,TEC-MA-10000096,937.42,1,0.0,355.27
CA-2023-108051,2023-11-04,CUST-10957,OFF-AR-10000120,101.1,5,0.0,37.65
CA-2023-108051,2023-11-04,CUST-10957,FUR-FU-10000003,129.96,3,0.0,39.27
CA-2023-108051,2023-11-04,CUST-10957,FUR-TA-10000061,889.95,3,0.0,398.31
CA-2023-108052,2023-11-04,CUST-10057,OFF-AP-10000134,714.19,3,0.2,259.15
CA-2023-108053,2023-11-04,CUST-10434,OFF-FA-10000072,21.18,6,0.0,6.9
CA-2023-108053,2023-11-04,CUST-10434,OFF-AP-10000068,171.25,3,0.3,34.51
CA-2023-108054,2023-11-04,CUST-10182,TEC-AC-10000138,173.54,2,0.2,24.98
CA-2023-108054,2023-11-04,CUST-10182,FUR-FU-10000122,16.08,1,0.2,4.07
CA-2023-108054,2023-11-04,CUST-10182,TEC-CO-10000160,3674.94,3,0.0,1149.27
CA-2023-108055,2023-11-04,CUST-10836,OFF-BI-10000166,18.48,3,0.0,8.22
CA-2023-108055,2023-11-04,CUST-10836,FUR-TA-10000186,356.7,1,0.0,139.67
CA-2023-108055,2023-11-04,CUST-10836,OFF-FA-10000067,22.36,2,0.0,11.04
CA-2023-108056,2023-11-04,CUST-10949,OFF-FA-10000197,31.47,3,0.0,9.54
CA-2023-108057,2023-11-04,CUST-10616,TEC-AC-10000146,679.02,6,0.0,231.18
CA-2023-108057,2023-11-04,CUST-10616,OFF-PA-10000058,66.42,3,0.0,28.53
CA-2023-108057,2023-11-04,CUST-10616,FUR-FU-10000168,65.56,4,0.0,26.6
CA-2023-108058,2023-11-04,CUST-10350,OFF-PA-10000064,11.26,1,0.2,1.91
CA-2023-108058,2023-11-04,CUST-10350,TEC-CO-10000046,1360.62,2,0.0,559.98
CA-2023-108058,2023-11-04,CUST-10350,FUR-FU-10000122,60.3,3,0.0,24.27
CA-2023-108059,2023-11-04,CUST-10589,OFF-AP-10000161,648.12,3,0.0,296.61
CA-2023-108059,2023-11-04,CUST-10589,FUR-FU-10000050,197.27,3,0.3,14.3
CA-2023-108060,2023-11-04,CUST-10311,OFF-BI-10000055,93.2,4,0.0,36.72
CA-2023-108060,2023-11-04,CUST-10311,OFF-BI-10000105,141.48,6,0.0,47.7
CA-2023-108060,2023-11-04,CUST-10311,TEC-AC-10000059,279.72,3,0.0,123.36
CA-2023-108060,2023-11-04,CUST-10311,OFF-PA-10000064,56.28,4,0.0,18.88
CA-2023-108061,2023-11-04,CUST-10907,TEC-PH-10000015,1369.2,3,0.2,431.73
CA-2023-108061,2023-11-04,CUST-10907,OFF-AR-10000088,10.18,1,0.1,2.45
CA-2023-108061,2023-11-04,CUST-10907,OFF-AP-10000161,388.87,2,0.1,154.53
CA-2023-108062,2023-11-04,CUST-10873,OFF-AR-10000114,98.31,3,0.0,39.72
CA-2023-108062,2023-11-04,CUST-10873,TEC-PH-10000066,2428.77,3,0.0,1152.81
CA-2023-108062,2023-11-04,CUST-10873,OFF-AP-10000083,225.71,1,0.0,89.9
